PageValues,Month,VisitorType,ExitRates,ProductRelated_Duration,Administrative,ProductRelated,SpecialDay,Administrative_Duration,Informational_Duration,TrafficType,Informational,OperatingSystems,Weekend,Browser,Region,Revenue
3.978276423,5,2,0.0242741,796.9571429,2,37,0.0,69.0,92.0,2,2,2,0,2,7,1
0.0,5,0,0.04,314.9,1,9,0.0,41.0,0.0,9,0,1,1,1,6,0
0.0,5,2,0.015097222,789.9583333,2,49,0.0,14.0,0.0,1,0,3,0,2,7,0
0.0,5,2,0.045614035,422.8333333,0,19,0.0,0.0,0.0,3,0,2,0,2,1,0
0.0,5,2,0.028571429,362.0,0,7,0.0,0.0,0.0,1,0,2,0,2,1,0
0.0,5,2,0.005555556,628.8333333,0,18,0.0,0.0,0.0,2,0,1,1,1,2,0
0.0,5,2,0.05,839.5,1,11,0.0,24.0,239.0,2,1,1,0,1,4,0
0.0,5,2,0.055591398,5764.366667,0,31,0.0,0.0,0.0,10,0,2,0,2,7,0
0.0,5,2,0.066666667,161.0,0,3,0.0,0.0,0.0,1,0,2,0,2,1,0
0.0,5,2,0.030952381,739.8333333,1,20,0.0,6.0,0.0,3,0,2,1,2,3,0
0.0,5,2,0.053333333,66.0,0,5,0.0,0.0,0.0,3,0,1,0,2,3,0
0.0,5,2,0.005090909,2377.0,1,54,0.0,412.0,0.0,10,0,2,0,2,9,0
0.0,5,2,0.1,22.0,0,2,0.0,0.0,0.0,1,0,2,0,2,3,0
0.0,5,0,0.025,381.0,0,9,0.0,0.0,0.0,2,0,2,0,2,6,0
20.30438949,5,2,0.017422643,2559.898333,14,26,0.0,1130.502941,261.6333333,2,6,1,0,2,1,0
0.0,5,2,0.069565217,553.15,0,23,0.0,0.0,0.0,1,0,2,0,2,3,0
0.0,5,2,0.018918919,651.0,0,37,0.0,0.0,0.0,1,0,2,0,2,3,0
0.0,5,2,0.2,0.0,0,1,0.0,0.0,0.0,1,0,2,0,2,7,0
0.0,5,2,0.00625,1957.616667,0,15,0.0,0.0,65.0,1,3,1,1,1,1,0
0.0,5,2,0.2,0.0,0,2,0.0,0.0,0.0,1,0,2,0,2,6,0
6.475910157,5,2,0.011753515,1660.222222,5,59,0.0,132.4666667,0.0,1,0,3,0,2,2,0
0.0,5,2,0.08,170.0,0,8,0.0,0.0,0.0,3,0,1,1,1,7,0
0.0,5,2,0.125,47.0,0,4,0.0,0.0,0.0,3,0,2,1,2,1,0
0.0,5,2,0.1,165.0,0,7,0.0,0.0,0.0,3,0,2,0,2,2,0
0.0,5,2,0.066666667,0.0,1,0,0.0,4.0,0.0,6,0,4,0,1,8,0
0.0,5,2,0.007142857,406.8666667,0,14,0.0,0.0,0.0,1,0,2,0,4,1,0
0.0,5,2,0.024074074,570.5166667,4,23,0.0,82.0,0.0,8,0,1,0,2,7,0
0.0,5,2,0.013513514,1138.5,0,37,0.0,0.0,0.0,8,0,2,0,2,1,0
0.0,5,2,0.014086022,2777.616667,0,63,0.0,0.0,0.0,1,0,2,0,2,3,0
0.0,5,0,0.001346801,463.7583333,5,26,0.0,73.5,0.0,2,0,2,0,2,3,0
0.0,5,2,0.2,0.0,0,1,0.0,0.0,0.0,3,0,3,1,3,1,0
24.13073118,5,2,0.027915633,775.5,4,28,0.0,25.5,0.0,2,0,2,0,2,4,0
0.0,5,2,0.013333333,490.0666667,2,18,0.0,236.0,0.0,1,0,1,0,1,4,0
0.0,5,2,0.042857143,266.0166667,0,14,0.0,0.0,0.0,1,0,3,1,2,1,0
0.0,5,2,0.12,1306.0,0,5,0.0,0.0,0.0,13,0,2,0,2,5,0
0.0,5,2,0.008095238,634.2,4,9,0.0,158.3333333,9.0,1,1,3,1,2,1,0
0.0,5,2,0.2,0.0,0,1,0.0,0.0,0.0,1,0,2,0,2,1,0
0.0,5,2,0.01025641,1220.433333,6,22,0.0,187.0,0.0,1,0,2,0,2,3,0
0.0,5,2,0.008695652,1750.333333,8,39,0.0,206.0,132.0,1,3,2,0,2,1,0
0.0,5,2,0.013636364,1087.25,1,43,0.0,41.0,0.0,1,0,4,0,2,1,0
0.0,5,2,0.017391304,762.547619,0,22,0.0,0.0,0.0,3,0,2,1,2,1,0
0.0,5,2,0.011111111,244.5,0,9,0.0,0.0,0.0,3,0,3,0,2,1,0
0.0,5,2,0.044444444,1010.0,0,10,0.0,0.0,0.0,1,0,2,0,2,1,0
0.0,5,2,0.1,32.0,0,2,0.0,0.0,0.0,3,0,2,0,4,3,0
29.35629782,5,2,0.023333333,1342.666667,7,27,0.0,170.0,0.0,3,0,2,0,2,1,1
0.0,5,2,0.031515152,1593.388889,2,33,0.0,9.0,201.0,1,1,2,1,2,1,0
81.2475,5,2,0.025,639.0,0,9,0.0,0.0,0.0,9,0,1,1,1,2,1
0.0,5,2,0.15,521.0,0,4,0.0,0.0,0.0,10,0,3,0,3,7,0
0.0,5,2,0.004761905,546.0,1,17,0.0,87.0,40.0,1,3,3,1,6,1,0
0.0,5,2,0.025,377.5,0,8,0.0,0.0,0.0,11,0,3,1,2,4,0
0.0,5,2,0.004761905,183.6666667,0,14,0.0,0.0,0.0,3,0,3,0,2,3,0
0.0,5,2,0.06,84.0,0,5,0.0,0.0,0.0,1,0,2,0,2,2,0
33.14514286,5,2,0.019931973,494.6666667,5,18,0.0,217.6666667,0.0,2,0,3,0,2,1,1
0.0,5,2,0.039110006,1003.965152,8,62,0.0,699.1666667,0.0,1,0,2,0,4,3,0
0.0,5,2,0.00058651,536.6833333,1,32,0.0,9.0,0.0,3,0,2,0,2,1,0
7.371682608,5,2,0.025541275,3025.521713,8,66,0.0,227.5326923,292.6842105,6,3,3,0,2,3,1
0.0,5,0,0.001190476,424.0,2,24,0.0,78.0,0.0,10,0,1,0,1,3,0
0.0,5,2,0.02,171.5,0,5,0.0,0.0,0.0,2,0,1,0,1,1,0
0.0,5,2,0.0110199,1231.136508,1,67,0.0,4.75,78.0,1,2,2,0,6,1,0
0.0,5,2,0.028571429,266.5,6,10,0.0,101.3333333,0.0,1,0,2,0,2,4,0
0.0,5,2,0.00625,1533.0,0,16,0.0,0.0,0.0,1,0,2,0,2,7,0
0.0,5,2,0.038738739,1300.190476,1,36,0.0,7.0,562.0,1,2,2,1,2,1,0
0.0,5,2,0.15,74.0,0,2,0.0,0.0,0.0,3,0,3,0,2,1,0
7.945805543,5,2,0.044155844,804.2833333,3,28,0.0,14.5,907.8333333,2,2,2,0,5,9,0
0.0,5,2,0.044444444,734.5833333,1,19,0.0,9.0,0.0,1,0,2,0,10,1,0
0.0,5,2,0.016,3113.516667,2,44,0.0,60.0,0.0,2,0,2,0,2,3,0
0.0,5,2,0.066666667,64.0,0,3,0.0,0.0,0.0,1,0,3,1,2,1,0
0.0,5,2,0.007142857,114.8333333,1,7,0.0,3.0,0.0,10,0,3,0,2,1,0
0.0,5,2,0.033333333,95.5,0,6,0.0,0.0,0.0,13,0,2,1,2,7,0
0.0,5,2,0.04,93.66666667,0,7,0.0,0.0,0.0,3,0,1,0,1,1,0
0.0,5,2,0.05,59.0,1,3,0.0,54.0,0.0,8,0,2,0,2,9,0
0.0,5,2,0.05,26.0,0,3,0.0,0.0,0.0,1,0,3,0,2,1,0
0.0,5,2,0.003517665,1136.60303,0,62,0.0,0.0,0.0,3,0,1,1,1,1,0
30.897985,5,0,0.004813218,2989.494048,6,47,0.0,190.2857143,609.0,8,6,2,1,2,1,1
0.0,5,2,0.032413793,1724.25,2,30,0.0,15.66666667,0.0,1,0,2,1,2,3,0
15.43344,5,2,0.01,333.6,8,14,0.0,183.0,571.5,2,4,1,1,1,1,1
0.0,5,2,0.023333333,334.7857143,1,21,0.0,14.0,0.0,1,0,2,0,2,1,0
18.02533,5,2,0.004166667,355.1666667,0,9,0.0,0.0,0.0,2,0,2,0,4,1,1
0.0,5,0,0.003571429,456.6666667,5,11,0.0,248.5,0.0,2,0,3,0,2,4,0
0.0,5,2,0.04,1298.5,0,15,0.0,0.0,0.0,1,0,3,0,2,8,0
0.0,5,2,0.046428571,2258.833333,1,28,0.0,25.0,0.0,3,0,2,1,2,3,0
80.68062856,5,0,0.002985075,2881.133333,2,65,0.0,21.0,0.0,2,0,2,0,2,4,1
0.0,5,2,0.02,206.5,0,10,0.0,0.0,0.0,1,0,2,0,2,1,0
0.0,5,2,0.0125,143.0,0,8,0.0,0.0,0.0,1,0,2,0,2,1,0
0.0,5,2,0.036363636,267.8333333,1,11,0.0,146.0,0.0,2,0,1,1,1,4,0
0.0,5,2,0.05,454.0,0,5,0.0,0.0,57.0,6,1,2,0,2,3,0
0.0,5,0,0.001960784,717.6,5,13,0.0,274.3333333,0.0,10,0,1,0,1,3,0
0.0,5,2,0.013,1069.16829,14,20,0.0,1155.666667,0.0,3,0,2,1,5,1,0
0.0,5,2,0.041975309,807.8333333,0,27,0.0,0.0,0.0,1,0,2,0,2,3,0
0.0,5,2,0.02,477.0,0,15,0.0,0.0,0.0,1,0,2,0,2,2,0
0.0,5,0,0.005333333,134.9,6,11,0.0,355.5,0.0,8,0,3,1,2,1,0
0.0,5,2,0.052631579,314.0,3,16,0.0,35.0,0.0,2,0,2,0,5,7,0
0.0,5,2,0.12,59.0,0,5,0.0,0.0,0.0,1,0,2,0,2,7,0
0.0,5,0,0.002469136,637.0,6,23,0.0,99.0,1.0,8,1,2,0,5,9,0
0.0,5,0,0.004761905,160.5,0,11,0.0,0.0,270.3333333,8,6,2,0,4,1,0
0.0,5,2,0.025,1577.0,0,8,0.0,0.0,0.0,2,0,1,0,1,1,0
0.0,5,2,0.016666667,660.1666667,2,11,0.0,21.0,0.0,3,0,2,0,2,1,0
0.0,5,2,0.057142857,169.0,0,7,0.0,0.0,0.0,3,0,2,1,2,3,0
0.0,5,2,0.066666667,89.33333333,0,6,0.0,0.0,0.0,3,0,2,0,4,3,0
0.0,5,2,0.019615385,2517.048459,4,37,0.0,74.0,0.0,1,0,3,1,2,2,0
0.0,5,2,0.1,44.0,0,1,0.0,0.0,0.0,2,1,2,1,2,6,0
0.0,5,2,0.04,29.0,0,5,0.0,0.0,0.0,2,0,2,0,2,7,0
0.0,5,2,0.1,86.0,0,2,0.0,0.0,0.0,1,0,2,1,4,3,0
0.0,5,2,0.031578947,229.75,2,18,0.0,66.0,0.0,3,0,4,0,2,1,0
0.0,5,2,0.075,17.0,0,4,0.0,0.0,0.0,1,0,2,0,2,1,0
76.78667659,5,2,0.021052632,498.3333333,1,17,0.0,24.0,0.0,10,0,2,0,2,6,1
0.0,5,2,0.2,0.0,0,1,0.0,0.0,0.0,1,0,2,0,2,2,0
0.0,5,2,0.02027027,1039.766667,5,33,0.0,32.0,3.0,2,2,2,1,4,3,0
0.0,5,2,0.023076923,369.1666667,3,11,0.0,78.0,0.0,1,0,3,1,2,3,0
0.0,5,2,0.017391304,1669.0,0,23,0.0,0.0,0.0,2,0,2,0,4,7,0
0.0,5,2,0.066666667,44.5,0,3,0.0,0.0,0.0,1,0,1,0,1,3,0
0.0,5,2,0.033333333,140.0,0,6,0.0,0.0,0.0,1,0,3,0,2,1,0
0.0,5,0,0.011111111,97.0,1,5,0.0,102.5,0.0,9,0,3,1,2,1,0
0.0,5,2,0.030612245,250.1666667,4,13,0.0,103.0,0.0,11,0,3,0,2,1,0
0.0,5,0,0.001754386,221.2,2,17,0.0,52.0,0.0,2,0,2,0,2,4,0
0.0,5,2,0.041666667,127.0,0,12,0.0,0.0,0.0,1,0,2,0,2,9,0
0.0,5,2,0.031481481,229.3333333,4,17,0.0,352.0,0.0,1,0,1,0,1,1,0
0.0,5,2,0.057142857,370.8333333,0,7,0.0,0.0,0.0,3,0,2,0,2,2,0
39.63270309,5,2,0.028282828,1583.596154,5,27,0.0,120.0,0.0,2,1,2,0,2,4,0
0.0,5,0,0.009195402,399.6939394,9,27,0.0,162.05,0.0,2,0,1,0,1,7,0
0.0,5,2,0.04047619,457.0,1,12,0.0,26.0,55.0,6,1,2,1,2,9,0
0.0,5,2,0.133333333,24.0,0,3,0.0,0.0,0.0,1,0,3,1,2,3,0
0.0,5,2,0.02,180.3333333,0,5,0.0,0.0,0.0,3,0,1,1,1,1,0
0.0,5,2,0.007142857,581.4166667,0,15,0.0,0.0,0.0,2,0,2,0,5,1,0
0.0,5,2,0.061538462,574.6666667,0,13,0.0,0.0,0.0,1,0,2,0,2,8,0
0.0,5,2,0.08,56.0,0,5,0.0,0.0,0.0,1,0,2,0,2,1,0
0.0,5,2,0.025,1011.0,0,16,0.0,0.0,0.0,1,0,2,0,2,1,0
0.0,5,2,0.053333333,139.8333333,0,15,0.0,0.0,0.0,1,0,2,0,2,6,0
52.70052142,5,2,0.026666667,608.8333333,1,16,0.0,6.0,0.0,11,0,3,0,2,1,1
0.0,5,2,0.066666667,1251.0,0,6,0.0,0.0,0.0,1,0,3,0,2,1,0
0.0,5,2,0.007142857,264.5,0,14,0.0,0.0,0.0,10,0,2,0,2,1,0
7.272067797,5,0,0.006779661,1509.8,6,54,0.0,45.83333333,284.0,2,2,2,0,2,7,0
0.0,5,2,0.016666667,356.8,0,22,0.0,0.0,0.0,8,0,2,0,2,2,0
0.0,5,0,0.002631579,598.7833333,2,19,0.0,77.5,0.0,9,0,3,1,2,2,0
0.0,5,2,0.15,298.0,0,4,0.0,0.0,0.0,13,0,2,0,2,1,0
10.63449802,5,2,0.006060606,1141.833333,4,31,0.0,136.0,0.0,1,0,1,0,1,1,1
0.0,5,2,0.033333333,93.0,0,6,0.0,0.0,0.0,2,0,1,0,2,8,0
0.0,5,2,0.01624838,1209.802992,2,40,0.0,76.0,0.0,2,0,1,0,1,2,0
0.0,5,2,0.2,0.0,0,1,0.0,0.0,0.0,10,0,3,0,2,2,0
0.0,5,2,0.1,67.0,0,2,0.0,0.0,0.0,1,0,1,0,1,4,0
35.98106601,5,2,0.017760943,1107.047619,3,30,0.0,275.0,29.5,1,1,3,1,2,3,1
14.10053333,5,2,0.026,4996.666667,7,19,0.0,161.0,775.5,2,3,2,0,4,8,1
0.0,5,2,0.09375,936.1666667,3,15,0.0,206.6666667,0.0,1,0,2,0,4,3,0
0.0,5,0,0.014285714,666.1,0,16,0.0,0.0,0.0,2,0,2,0,2,1,0
0.0,5,2,0.007142857,170.8333333,2,6,0.0,28.0,0.0,1,0,3,0,2,7,0
0.0,5,2,0.008148148,1118.647186,0,37,0.0,0.0,0.0,2,0,1,1,1,1,0
0.0,5,2,0.05,86.0,0,2,0.0,0.0,0.0,9,0,1,1,1,1,0
5.417644444,5,2,0.023222222,1206.614719,2,28,0.0,24.0,0.0,2,0,2,0,2,1,1
27.07791667,5,2,0.017460317,2174.375,5,24,0.0,238.375,0.0,1,0,3,0,2,3,0
0.0,5,2,0.05,30.5,0,2,0.0,0.0,0.0,10,0,3,0,2,4,0
0.0,5,2,0.1,330.0,0,6,0.0,0.0,0.0,10,0,3,0,2,8,0
0.0,5,2,0.102564103,437.25,0,13,0.0,0.0,0.0,3,0,1,0,1,3,0
0.0,5,2,0.012916667,3211.827706,1,110,0.0,4.0,11.0,2,2,2,0,2,1,0
0.0,5,2,0.021186441,3036.4,0,59,0.0,0.0,0.0,13,0,2,1,2,6,0
0.0,5,2,0.011111111,640.6666667,0,9,0.0,0.0,0.0,1,0,3,1,2,7,0
0.0,5,2,0.025,480.25,0,30,0.0,0.0,0.0,1,0,2,0,2,7,0
0.0,5,2,0.017877551,1350.391667,7,32,0.0,213.3916667,0.0,8,0,2,1,2,1,0
0.0,5,2,0.042857143,38.0,0,7,0.0,0.0,0.0,1,0,2,0,2,3,0
0.0,5,2,0.041666667,976.2,0,12,0.0,0.0,0.0,1,0,2,0,2,7,0
0.0,5,2,0.061111111,70.2,0,8,0.0,0.0,0.0,1,0,1,0,2,8,0
0.0,5,2,0.017066636,2126.461941,7,60,0.0,156.0,0.0,2,0,3,0,2,4,0
0.0,5,2,0.006818182,1112.0,0,44,0.0,0.0,0.0,3,0,4,1,1,4,0
0.0,5,0,0.01038961,409.75,5,19,0.0,84.25,0.0,3,0,3,0,2,2,0
0.0,5,2,0.1,171.0,0,2,0.0,0.0,0.0,2,0,3,1,2,2,0
0.0,5,0,0.016,401.2857143,4,12,0.0,135.0,0.0,8,0,2,0,2,1,0
0.0,5,2,0.01,423.8333333,0,10,0.0,0.0,0.0,2,0,2,0,2,5,0
0.0,5,2,0.05,115.0,0,2,0.0,0.0,0.0,9,0,3,1,3,1,0
0.0,5,2,0.015384615,427.1666667,3,10,0.0,43.0,0.0,3,0,3,0,2,9,0
0.0,5,2,0.005128205,609.5,0,39,0.0,0.0,0.0,2,0,2,1,2,2,0
0.0,5,2,0.033333333,547.3333333,0,12,0.0,0.0,0.0,3,0,2,0,2,1,0
1.70506715,5,2,0.026580162,2062.890972,8,60,0.0,377.5128205,265.0,2,3,1,0,1,4,1
0.0,5,2,0.015030864,1077.007576,6,49,0.0,137.0,0.0,2,0,3,0,2,1,0
0.0,5,2,0.1,19.0,0,2,0.0,0.0,0.0,3,0,2,0,2,1,0
0.0,5,2,0.034761905,1606.333333,0,20,0.0,0.0,0.0,1,0,2,0,2,2,0
0.0,5,2,0.009090909,775.3333333,2,21,0.0,37.0,0.0,2,0,4,1,1,1,0
0.0,5,2,0.046153846,973.5,0,13,0.0,0.0,0.0,1,0,2,1,2,1,0
0.0,5,2,0.075,32.0,0,4,0.0,0.0,0.0,1,0,3,0,2,6,0
0.0,5,2,0.016666667,727.5,0,24,0.0,0.0,0.0,1,0,2,0,2,3,0
0.0,5,2,0.017777778,710.25,1,14,0.0,14.0,0.0,1,1,2,0,2,1,0
18.20995652,5,2,0.016666667,3644.752381,0,48,0.0,0.0,0.0,2,0,2,0,2,7,0
0.0,5,0,0.005853659,1089.75,0,41,0.0,0.0,44.0,2,1,2,0,2,3,0
0.0,5,2,0.042857143,494.0,0,14,0.0,0.0,0.0,3,0,4,0,1,1,0
16.56314545,5,2,0.007575758,2566.220887,6,84,0.0,155.0,0.0,2,0,2,0,2,7,0
14.25648352,5,2,0.03968254,1049.516667,3,18,0.0,42.6,41.5,3,2,3,1,2,2,1
0.0,5,2,0.2,0.0,0,1,0.0,0.0,0.0,1,0,3,0,2,1,0
0.0,5,2,0.0125,139.0,3,4,0.0,62.0,193.0,10,2,3,0,2,1,0
7.141428571,5,2,0.017724868,685.95,4,19,0.0,55.75,0.0,2,0,3,1,2,7,1
0.0,5,2,0.05,758.1666667,0,8,0.0,0.0,0.0,1,0,1,0,1,1,0
0.0,5,2,0.005797101,1852.75,2,46,0.0,26.0,0.0,3,0,2,0,2,2,0
27.23866195,5,2,0.005405405,2517.0,3,36,0.0,79.0,0.0,2,0,2,1,10,2,1
13.62630613,5,2,0.002777778,751.3333333,0,19,0.0,0.0,0.0,2,0,2,1,2,1,1
0.0,5,2,0.019210526,1549.857143,8,35,0.0,429.3333333,56.0,2,1,2,1,2,1,0
0.0,5,2,0.029166667,202.25,6,12,0.0,111.0,0.0,1,0,3,1,2,1,0
0.0,5,2,0.017241379,669.9679487,0,29,0.0,0.0,0.0,2,0,1,0,2,6,0
0.0,5,2,0.061904762,95.0,0,7,0.0,0.0,0.0,1,0,2,0,6,1,0
11.48461765,5,2,0.007230392,1088.830952,1,62,0.0,40.0,279.5,9,5,3,1,2,1,1
10.91300022,5,2,0.018181818,2151.0,3,9,0.0,73.0,0.0,1,0,2,0,5,1,1
0.0,5,2,0.008333333,130.5,0,12,0.0,0.0,0.0,10,0,2,0,2,1,0
85.7528587,5,2,0.010451977,2866.90202,4,56,0.0,40.0,146.0,2,2,2,1,2,2,0
0.0,5,2,0.041915584,608.9428571,2,19,0.0,11.0,0.0,1,0,2,0,2,1,0
0.0,5,0,0.033333333,360.75,0,7,0.0,0.0,0.0,2,0,1,1,1,1,0
0.0,5,2,0.1,7.0,0,2,0.0,0.0,0.0,1,0,2,0,5,6,0
0.0,5,2,0.019282953,4056.175369,6,132,0.0,55.0,7.0,2,1,2,0,2,8,0
0.0,5,2,0.05,46.0,0,4,0.0,0.0,0.0,3,0,2,0,2,1,0
0.0,5,2,0.2,0.0,0,1,0.0,0.0,0.0,10,0,2,0,2,2,0
0.0,5,2,0.030876623,771.5916667,8,34,0.0,167.0,869.0,1,3,2,0,4,1,0
0.0,5,2,0.02,112.0,0,5,0.0,0.0,0.0,2,0,3,1,2,1,0
0.0,5,0,0.003333333,491.1,6,29,0.0,139.0,0.0,2,0,2,1,2,1,0
0.0,5,2,0.1,14.0,0,2,0.0,0.0,0.0,3,0,2,0,2,6,0
0.0,5,0,0.008695652,602.1666667,2,22,0.0,22.0,49.0,2,1,2,1,2,1,0
0.0,5,2,0.022222222,77.33333333,2,7,0.0,134.0,0.0,2,0,1,0,1,2,0
0.0,5,2,0.04,4.0,3,2,0.0,39.0,0.0,1,0,2,0,5,1,0
0.0,5,2,0.061818182,103.6666667,0,9,0.0,0.0,90.0,1,2,3,0,2,1,0
0.0,5,2,0.2,0.0,0,1,0.0,0.0,0.0,1,0,1,0,1,8,0
0.0,5,2,0.016666667,125.0,2,4,0.0,110.0,0.0,1,0,3,0,2,2,0
0.0,5,2,0.038095238,387.8846154,0,24,0.0,0.0,0.0,3,0,2,0,2,3,0
0.0,5,2,0.04,23.0,2,3,0.0,43.0,0.0,2,0,2,0,4,9,0
0.0,5,2,0.066666667,249.0,0,3,0.0,0.0,0.0,3,0,2,0,4,9,0
0.0,5,0,0.005797101,345.3833333,4,19,0.0,485.3333333,18.0,8,2,3,1,2,3,0
0.0,5,2,0.013333333,1001.0,1,13,0.0,100.0,111.0,1,2,2,0,2,1,0
0.0,5,2,0.05,70.66666667,0,8,0.0,0.0,0.0,10,0,2,0,2,9,0
40.76128,5,0,0.018666667,1298.0,4,20,0.0,70.5,0.0,2,0,2,0,2,3,0
0.0,5,2,0.05,75.5,0,4,0.0,0.0,0.0,1,0,2,1,2,1,0
0.0,5,2,0.1,57.0,0,2,0.0,0.0,0.0,1,0,3,1,2,1,0
7.964649501,5,2,0.023502304,1686.966667,2,27,0.0,10.0,451.5,2,2,2,0,6,7,0
0.0,5,2,0.016666667,370.5,3,10,0.0,160.5,0.0,10,0,1,0,1,7,0
0.0,5,2,0.15,738.0,0,4,0.0,0.0,0.0,2,0,2,1,5,4,0
0.0,5,2,0.1,89.0,0,13,0.0,0.0,0.0,1,0,2,0,2,2,0
0.0,5,2,0.06,164.3333333,0,5,0.0,0.0,0.0,1,0,3,0,2,2,0
0.0,5,2,0.028,2244.666667,0,24,0.0,0.0,0.0,1,1,2,0,2,1,0
0.0,5,2,0.1,5.0,0,2,0.0,0.0,0.0,1,0,2,0,2,9,0
0.0,5,0,0.003846154,3246.977381,5,50,0.0,1283.0,148.5,2,3,2,0,2,3,0
0.0,5,2,0.004594595,1573.233333,7,62,0.0,63.5,100.25,3,5,2,1,2,6,0
12.55220741,5,2,0.034403292,779.5051587,2,26,0.0,24.6,0.0,1,0,1,1,1,3,1
0.0,5,2,0.004013317,2625.009524,3,115,0.0,22.83333333,0.0,1,0,2,0,5,6,0
3.332333333,5,2,0.043712341,3266.127778,12,43,0.0,187.2777778,88.58333333,10,3,1,0,1,1,0
0.0,5,0,0.011111111,303.25,2,10,0.0,98.25,0.0,2,0,3,1,2,2,0
0.0,5,2,0.027058824,806.6666667,0,17,0.0,0.0,0.0,3,0,2,0,2,2,0
50.66498303,5,2,0.009375,465.4166667,3,30,0.0,23.0,0.0,3,0,4,0,1,4,0
0.0,5,2,0.028571429,1018.0,0,7,0.0,0.0,0.0,2,0,2,0,2,1,0
0.0,5,2,0.00952381,261.5,0,7,0.0,0.0,0.0,1,0,2,0,2,4,0
0.0,5,2,0.025,910.0,0,4,0.0,0.0,0.0,10,0,2,0,5,1,0
0.0,5,2,0.027160494,4270.141667,2,41,0.0,89.0,119.0,1,3,2,0,2,4,0
0.0,5,2,0.009090909,413.0,1,10,0.0,45.0,0.0,1,0,2,1,4,1,0
2.3976,5,2,0.026428571,372.8,3,17,0.0,31.6,0.0,1,0,3,0,2,7,0
0.0,5,2,0.031481481,550.5,0,18,0.0,0.0,0.0,2,0,1,1,1,1,0
6.938235354,5,2,0.021511104,1300.728987,3,31,0.0,648.0,168.8333333,2,4,2,0,2,1,0
0.0,5,2,0.1,44.0,0,4,0.0,0.0,0.0,10,0,2,0,2,9,0
0.0,5,2,0.2,0.0,0,1,0.0,0.0,0.0,3,0,2,0,2,1,0
0.0,5,0,0.025,68.75,3,7,0.0,18.75,0.0,2,0,2,0,2,5,0
0.0,5,2,0.023423423,684.7272727,0,37,0.0,0.0,0.0,1,0,2,0,4,3,0
39.7173,5,2,0.014666667,1253.333333,2,27,0.0,28.0,175.5,2,2,2,0,2,1,1
0.0,5,2,0.1,331.0,0,4,0.0,0.0,0.0,1,0,2,0,2,1,0
0.0,5,2,0.031111111,1791.7,0,30,0.0,0.0,0.0,3,0,2,0,4,1,0
19.92584938,5,0,0.008,1596.672282,4,46,0.0,197.0,25.0,2,1,4,1,2,2,0
0.0,5,2,0.039251601,9128.283883,7,54,0.0,211.5,0.0,1,0,2,0,2,6,0
0.0,5,2,0.016666667,128.0,0,7,0.0,0.0,0.0,1,0,2,0,2,1,0
0.0,5,2,0.015384615,313.0,0,13,0.0,0.0,0.0,3,0,1,0,1,1,0
0.0,5,2,0.030769231,204.0,5,8,0.0,494.1666667,0.0,1,0,2,0,4,4,0
0.0,5,2,0.1,49.0,0,2,0.0,0.0,0.0,3,0,2,1,2,1,0
30.09281343,5,2,0.010365854,2490.138095,10,73,0.0,511.5,164.0,2,4,2,0,2,7,0
0.0,5,0,0.0125,86.0,3,5,0.0,58.06666667,0.0,3,0,3,0,2,2,0
0.0,5,2,0.055555556,140.0,0,9,0.0,0.0,0.0,1,0,2,0,2,6,0
0.0,5,2,0.025,162.75,2,6,0.0,125.5,0.0,2,0,1,0,1,1,0
6.467831696,5,2,0.010905045,9694.260714,8,328,0.0,387.6,32.0,1,3,2,0,2,3,0
31.54642738,5,2,0.013461538,1762.5,5,19,0.0,143.8333333,55.0,2,1,3,0,2,1,1
0.0,5,2,0.003225806,2183.5,1,61,0.0,6.0,0.0,9,0,2,1,2,7,0
0.0,5,2,0.011111111,234.475,1,10,0.0,11.5,0.0,2,0,1,1,1,1,0
0.0,5,2,0.02,139.7083333,0,10,0.0,0.0,0.0,2,0,2,0,2,1,0
44.71103438,5,0,0.005555556,1371.633333,5,33,0.0,141.0,0.0,8,0,2,1,4,3,1
0.0,5,2,0.00515873,711.5666667,2,11,0.0,135.0,2.0,2,1,3,0,2,1,0
0.0,5,2,0.014285714,232.6666667,0,7,0.0,0.0,0.0,2,0,2,0,2,6,0
0.0,5,2,0.066666667,51.5,0,3,0.0,0.0,0.0,10,0,3,1,2,1,0
0.0,5,0,0.008,11.0,4,2,0.0,48.0,0.0,7,0,2,0,6,6,0
0.0,5,2,0.065189145,176.8193627,8,23,0.0,57.0625,172.0,1,3,2,0,2,1,0
0.0,5,2,0.2,0.0,0,1,0.0,0.0,0.0,9,0,1,1,1,1,0
0.0,5,2,0.042857143,240.0,2,12,0.0,6.0,35.0,10,1,2,0,2,7,0
0.0,5,0,0.0125,415.8333333,0,9,0.0,0.0,0.0,2,0,3,0,2,9,0
0.0,5,2,0.066666667,66.0,2,3,0.0,7.0,0.0,2,0,2,0,2,1,0
0.0,5,0,0.025,95.5,4,5,0.0,63.0,0.0,9,0,3,1,2,1,0
0.0,5,2,0.047107438,200.85,0,11,0.0,0.0,0.0,1,0,1,0,1,2,0
0.0,5,2,0.054166667,839.5,1,15,0.0,40.0,0.0,1,0,2,0,2,4,0
0.0,5,2,0.028571429,80.0,5,6,0.0,28.0,0.0,1,0,2,0,4,3,0
10.32166068,5,2,0.012941176,2372.333333,1,31,0.0,12.83333333,77.0,2,3,2,0,2,1,0
